"offer_name","price","mileage_km","fuel_type","transmission","engine_capacity","power","country_of_origin","description","vehicle_brand","vehicle_model","color","production_year","seller_name","seller_type","seller_time_on_site","location","weight_kg","power_num","engine_capacity_num","mileage_km_num","weight_kg_num","years","price_num"
"DAF XF105","26000","1 828 000 km","Diesel","Manualna",NA,"460 KM","Polska","Kalkulator ma jedynie charakter poglądowy i nie stanowi oferty w rozumieniu art. 66 Kodeksu cywilnego. Warunkiem udzielenia kredytu konsumenckiego jest pozytywny wynik oceny zdolności kredytowej i ryzyka kredytowego konsumenta, a ostateczne warunki kredytowania zależą od wyniku tej oceny.","DAF","XF105","Czarny",2009,"Sławomir","Osoba prywatna","Sprzedający na OTOMOTO od 2014","Dobre, miński, Mazowieckie",NA,460,NA,1828000,NA,16,26000
"MAN FE410 / Wywrotka /HDS HIAB 200 /Hydroburta","99000","376 000 km","Diesel","Manualna",NA,"410 KM","Francja","WitamSprzedam Wywrotkę z HDSMAM FE 400rok.prod 2001przebieg 376 000 kmnapęd 6x4całość na resorzeskrzynia biegów manualnablokady mostów i międzymostowazaczep do przyczepyKiperr na 2 strony z Hydroburtą z lewej stronydługość kipra 4,5 mdodatkowe podstawy do transportu długich elementówDzwig Hiab 200 C-3max udzwig 7 ton3 dodatkowe wysuwy hydrauliczne4 podpory przednie i tylniesterowany ręcznie możliwość dokupienia pilota i sterowania radiowegoAuto kupione w FR od I właścicielaZarówno auto jak i zabudowa 100% sprawne .Silnik ,skrzynia idealnie .Rama , pod ramówka nie spawane nie poprawiane nie pordzewiałe i nie dziurawe .Auto nie myte nie czyszczone takie zostało sprowadzone i takie sprzedajemy .","MAN","FE410 / Wywrotka /HDS HIAB 200 /Hydroburta","Biały",2001,"Paweł","Osoba prywatna","Sprzedający na OTOMOTO od 2017","Warszawa, Białołęka",NA,410,NA,376000,NA,24,99000
"Iveco EuroTech Cursor 350 / SKRAPIARKA Drogowa /","79000","290 000 km","Diesel","Manualna",NA,"350 KM","Francja","Sprzedam skrapiarkę drogowąIVECO EurTech Cursor 350 rok.prod 2002 przebieg 290 tyś kmSkrzynia Manualnanapęd 6x2dmc 26 tonSkrapiarka Drogowa MAGNUMrok.prod 2002Pojemność skrapiarki 6000 lPoszerzenia na bokiLanca z przewodemZbiornik na KruszywoRozsypywacz spoiwaSkrapiarka Sprowadzona z FR od I Właściciela","Iveco","EuroTech Cursor 350 / SKRAPIARKA Drogowa /","Biały",2002,"Paweł","Osoba prywatna","Sprzedający na OTOMOTO od 2017","Warszawa, Białołęka",NA,350,NA,290000,NA,23,79000
"MAN tgx 440","49800","762 000 km","Diesel","Automatyczna","1 200 cm3","440 KM",NA,"auto jest w bardzo dobrym stanie jak na swój wiek , technicznie jest wszystko sprawne, przebieg oryginalnysprzeglo wymienioneopony przod 40%opony tyl 40%zbiorniki 1200litrow orginalz transportu międzynarodowegoWszystko sprawnepolecam","MAN","tgx 440","Biały",2014,"man","Osoba prywatna","Sprzedający na OTOMOTO od 2015","Ostrołęka, Mazowieckie","18000",440,1200,762000,18000,11,49800
"Volvo FH13 460 standart","14990","1 490 000 km","Diesel","Automatyczna",NA,"460 KM",NA,"Samochód od nowości u jednego właściciela . Systematycznie serwisowany do chwili obecnej . Stan techniczny i wizualny bardzo dobry . Użytkowany wyłącznie w transporcie międzynarodowym . Bardzo bogate wyposażenie m.in. : *lodówka * klimatyzacja postojowa * spojlery między osiowe  *spojlery zakabinowe * owiewka dachowa * dwa zbiorniki paliwa* felgi aluminiowe * Xenon*rama wzmacniana (grubsza ) Samochód typu standart , koła 315/70 r22,5 . Podana cena na eksport , możliwość sprzedaży na kraj + VAT . Posiadam na innych ogłoszeniach podobne samochody . Cena na eksport 15000 Euro . Za super oferty typu 12000 Euro bardzo dziękuję i proszę nie dzwonić .Thank you for very good price offers of 12,000 euros and please do not callМы говорим по русски . Цена за автомобиль на экспорт 15000 EURO . Оформляем таможенные документы . Оплата может быть наличными или банковским переводом . Whatsapp: +48#502#037#093 . Мы находимся в 60 км от Варшавы и в 50 км от Радома. ЦЕНА за сам автомобил . Год выпуска автомобиля 2010 . Берем депозит ( залог НДС ) за выезд с польской границы/EUНа другом аукционе у нас есть еще один Volvo FH13 стандарт тягач с 2011 - 2012 г.","Volvo","FH13 460 standart","Niebieski",2010,"AVANS FHUP Мы говорим по-русски Whatsapp",NA,"Sprzedający na OTOMOTO od 2012","Zobacz więcej ofert (39) tego sprzedawcyZnajdź na mapieOLSZEW 15B - 05-610 Grójec, grójecki, Mazowieckie (Polska)",NA,460,NA,1490000,NA,15,14990
"MAN Tgx 18.440 standard, automat","53800","1 017 000 km","Diesel","Automatyczna","1 051 cm3","440 KM",NA,"auto jest w bardzo dobrym stanie jak na swój wiek , technicznie jest wszystko sprawne, przebieg oryginalnysprzeglo wymienione, rozrusznik, hamulce,sprezarka powietrza i turboopony przod 50%opony tyl 30%zbiorniki 1210litrow orginalz transportu międzynarodowegoWszystko sprawnepierwsza rejestracja 2014rokEuro 5polecam","MAN","Tgx 18.440 standard, automat","Biały",2013,"man","Osoba prywatna","Sprzedający na OTOMOTO od 2015","Ostrołęka, Mazowieckie","18000",440,1051,1017000,18000,12,53800
"DAF XF 105,460 Euro5","22000","1 200 000 km","Diesel","Manualna",NA,NA,NA,"Sprzedam ciągnik siodłowy DAF XF 105, 460, manual,retarder.Stan dobry.","DAF","XF 105,460 Euro5","Czerwony",2007,"Mariusz","Osoba prywatna","Sprzedający na OTOMOTO od 2018","Warszawa, Białołęka",NA,NA,NA,1200000,NA,18,22000
"Scania R500 V8 Skóra Xenon","96000","1 500 km","Diesel","Automatyczna",NA,NA,"Polska","Scania R 500 V8Nowe Opony napęd i przódSkórzana tapicerkaLodówkaŚwieżo po serwisieBardzo czysta i zadbanaDodatkowo Chłodnia Schmitz 2011, DoppelstockVector 1850,po serwisie,super stanWindaDwa agregatyOś podnoszonaDrukarkaOpony 80%Wys.2,75Cztery rygle ,sztaba,zamekCena 62 tyś.","Scania","R500 V8 Skóra Xenon","Bordowy",2013,"Mariusz","Osoba prywatna","Sprzedający na OTOMOTO od 2018","Warszawa, Białołęka",NA,NA,NA,1500,NA,12,96000
"Volvo FH13","46740","1 839 000 km","Diesel","Automatyczna","12 777 cm3","440 KM",NA,"Auto od 2012 roku w moim posiadaniu.Wysoka kabinaABS, 440 KM, automat, ABS, ASR, radio oryginał, CD, el. szyby, el. lusterka, el. szyberdach,immobilizer, kab.sypialna × 2, 2x fotele pneumatycznekomp.pokładowy, ogrzewanie postojowe Vebasto, pneumatyczne zawieszenie,tempomat, wspomaganie kierownicy,dwa zbiorniki paliwa 1100 L , opony przód 60%, tył 50%,hamulce 80%,koła 315/70 R22,5.auto w dobrym stanie gotowe do jazdy, wymiana oleju za 30 tyś. km.","Volvo","FH13","Biały",2007,"Sławomir","Osoba prywatna","Sprzedający na OTOMOTO od 2014","Dobre, miński, Mazowieckie",NA,440,12777,1839000,NA,18,46740
"Renault Pomoc Drogowa Laweta","17500","550 000 km","Diesel","Manualna",NA,"180 KM",NA,"Platforma / Najazd Hydrauliczny z widłami wyciągarka Ramsey przesuwną na bokiEuro Platforma zsuwana do podłoża ziemi, rozdzielacz 6 sekcji, mocne widły na drugie auto, hydraulika pracuje bardzo płynnie i jest bardzo mocna, wymiary platformy 6.1m x 2.4m w gratisie z autem renault mildner S180 auto nie eksploatowane od dłuższego czasu około 3 lat, ładne opony z tyłu, odpala z zewnętrznego źródła prądu, poniewaz akumulatory bardzo słabe, jeździ po placu o własnych siłach, słabe hamulce ze wzlgadu ze długo stało, auto zarejestrowane ubezpieczone z ważnym przeglądem. Kabina auta bardzo skorodowana, cena wartości samej zabudowy i wyciągarki - auto gratis, auto nie nadaje się na powrót na kołach ze względu na słabe hamulceOkolice Ciechanowa woj. MazowieckieTel. Wyświetl numerFaktura VAT","Renault","Pomoc Drogowa Laweta","Biały",1997,"Zabudowa","Osoba prywatna","Sprzedający na OTOMOTO od 2014","Ciechanów, ciechanowski, Mazowieckie","4000",180,NA,550000,4000,28,17500
"MAN TGL 12.250","54120","489 495 km","Diesel","Automatyczna","6 871 cm3","250 KM",NA,"Do sprzedania sprowadzony z Niemiec MAN TGL 12.250Stan mechanicznych bardzo dobryKontener w średnim stanieRama nie zardzewiałaWinda BAR 1500 kgOpony 80% bieżnikaAutomatyczna skrzynia biegówWięcej informacji pod numerem telefonu","MAN","TGL 12.250","Biały",2011,"MZ-AUTO","Osoba prywatna","Sprzedający na OTOMOTO od 2022","Targówka, miński, Mazowieckie","5600",250,6871,489495,5600,14,54120
"Mercedes-Benz AROCS 2643 6x4 wywrotka Meiller Bordmatic z Niemiec","285000","400 000 km","Diesel","Automatyczna","12 809 cm3","430 KM",NA,"Mercedes Arocs 2643 6x4 wywrotka Meiller 3-stronna Hydroburta Bordmatic, auto w bdb stanie , w oryginale , pełen serwis , cały na resorach , świeżo sprowadzony z Niemiec od pierwszego właściciela , w ofercie kilka sztuk, cena 285000 Brutto zł na export  , Leasing na miejscu bez wyceny rzeczoznawcy, więcej inf tel Wyświetl numer Gąbin k. Płocka","Mercedes-Benz","AROCS 2643 6x4 wywrotka Meiller Bordmatic z Niemiec","Niebieski",2016,"AUTO-IMPORT-GABIN",NA,"Sprzedający na OTOMOTO od 2008","poniedziałek08:00 - 16:00wtorek08:00 - 16:00środa08:00 - 16:00czwartek08:00 - 16:00piątek08:00 - 16:00sobota08:00 - 13:00niedzielaZamknięteZnajdź na mapieul. Wspólna 14B - 09-530 Gąbin, płocki, Mazowieckie (Polska)","14000",430,12809,400000,14000,9,285000
"Scania R420 LA 4X2 MNA","55350","1 337 555 km","Diesel","Automatyczna","11 705 cm3","309 KM",NA,"Stan samochodu bardzo dobry. Samochód w użytku. Wyposażenie: elektryczne szyby, klimatronic, elektryczne podgrzewane lusterka, ogrzewanie postojowe, lodówka z zamrażarką, centralne smarowanie, Adblue.Więcej informacji pod numerem telefonu.","Scania","R420 LA 4X2 MNA","Granatowy",2011,"Marek","Osoba prywatna","Sprzedający na OTOMOTO od 2024","Iłża, radomski, Mazowieckie","18000",309,11705,1337555,18000,14,55350
"Inny Palfinger hiab fassi","9840","2 200 km","Diesel",NA,NA,NA,NA,"Dodatkowe podpory do żurawia górne i dolne ,różne długości od 4m- 7.6m .cena w zależności od wielkości podpór","Inny","Palfinger hiab fassi","Czarny",2010,"Polska",NA,"Sprzedający na OTOMOTO od 2011","poniedziałek7:00 - 17:00wtorek7:00 - 17:00środa7:00 - 17:00czwartek7:00 - 17:00piątek7:00 - 17:00sobotaZamknięteniedzielaZamknięteZnajdź na mapie-Wola Gutowska 109 na wprost nr 19 - 26-660 Jedlińsk, radomski, Mazowieckie (Polska)",NA,NA,NA,2200,NA,15,9840
"Inny CORMACH 38000","109000","2 000 km","Diesel",NA,NA,NA,NA,"Żuraw marki CORMACH 38000 E6,2004 ROK,STEROWANIE RADIOWE.DŁUGOŚĆ 14,5 metra,udżwig 9200 kg, Stan bardzo dobry.","Inny","CORMACH 38000","Bordowy",2004,"Polska",NA,"Sprzedający na OTOMOTO od 2011","poniedziałek7:00 - 17:00wtorek7:00 - 17:00środa7:00 - 17:00czwartek7:00 - 17:00piątek7:00 - 17:00sobotaZamknięteniedzielaZamknięteZnajdź na mapie-Wola Gutowska 109 na wprost nr 19 - 26-660 Jedlińsk, radomski, Mazowieckie (Polska)",NA,NA,NA,2000,NA,21,109000
"Mercedes-Benz Actros 4141","150000","670 000 km","Diesel","Manualna","11 946 cm3","410 KM",NA,"Wywrotka czteroosiowa Mercedes-Benz Actros 4141. Napęd. 8x6Rok produkcji 2004.Przebieg 670 000 kilometrów.Zabudowa Mellerbrak klimatyzacjiSamochód w dobrym stanie technicznym, serwisowany na bieżąco.Cena 150 000 netto do negocjacji.","Mercedes-Benz","Actros 4141","Niebieski",2004,"Piotr","Osoba prywatna","Sprzedający na OTOMOTO od 2023","Zielonka, wołomiński, Mazowieckie","16140",410,11946,670000,16140,21,150000
"Mercedes-Benz Atego 1224","92500","364 712 km","Diesel","Automatyczna","7 800 cm3","240 KM","Niemcy","Atego 1224Rok 2014Koła 19.5 calaPrzebieg 364 tysWinda 1500 kgWymiary zabudowy 725 dł 260 wys12 DMC240 koni2 zbiorniki paliwaBezwypadkowyPierwszy właścicielSprowadzony z NiemiecSerwisowanyStan zewnętrzny wewnętrzny oraz techniczny wzorowy.Po wiecej informacji proszę śmiało dzwonić.Możliwość dosłania większej ilości zdjęć bądź video","Mercedes-Benz","Atego 1224","Niebieski",2014,"MOTO RUTEK",NA,"Sprzedający na OTOMOTO od 2025","Zobacz więcej ofert (5) tego sprzedawcyZnajdź na mapieNowe Garkowo 30 - 06-550 Szreńsk, mławski, Mazowieckie (Polska)",NA,240,7800,364712,NA,11,92500
"Volvo FH 500 VTA3T","109470","840 000 km","Diesel","Automatyczna","12 777 cm3","510 KM",NA,"Stan BDB zadbany serwis nowe oponyPrzejęcie leasinguOdstępne 89000netto fv23%Zapłacone 19ratZostało 28rat po 5100zl nettoProszę dzwonić 601$272$650Mam dwie sztuki na sprzedaż","Volvo","FH 500 VTA3T","Brązowy",2018,"Jan","Osoba prywatna","Sprzedający na OTOMOTO od 2020","Trojany, wołomiński, Mazowieckie","40000",510,12777,840000,40000,7,109470
"DAF CF 85.410","131610","1 005 000 km","Diesel","Manualna","12 900 cm3","410 KM",NA,"Witam serdecznieDo sprzedania posiadam samochód ciężarowy DAF CF 85.410 z dźwigiem HDS FASSI model F110A.0.23 oraz przyczepą marki SVAN. Auto sprowadzone przeze mnie w marcu 2020 roku. Jestem pierwszym właścicielem w Polsce. Samochód skonfigurowany do wożenia zbiorników na gaz płynny i tylko takie towary woził od nowości. Zakupiony z firmy, która woziła zbiorniki w Czechach. Od razu po sprowadzeniu paka auta oraz HDS zostały wypiaskowane oraz pomalowane. Zakupione wszystkie nowe opony oraz akumulatory. Auto całe na poduszkach. HDS sterowny z pilota oraz manualnie, podpory podwójne wysuwane manualnie i obracane 360 stopni opuszczane hydraulicznie. W samochodzie dwa łóżka, lodówka, CB radio, ogrzewanie postojowe, klimatyzacja, retarder, tempomat, blokada mostu, bak paliwa około 1000 litrów, skrzynka na pasy z kwasówki oraz jedna plastikowa, opony w bardzo dobrym stanie, skrzynia biegów 8 biegów + połówki manualna, EURO 5. Auto na bieżąco serwisowane, zadbane.W ostatnim czasie wymieniono:- Antena sterownia radiowego- Płytka sterownia radiowego w pilocie - Wszystkie filtry oraz oleje w Grudniu 2024- Główny wyłącznik prądu- hebel- Chłodniczkę oleju- płyty na skrzyni ładunkowej- dwa zbiorniki powietrza- dźwigienki sterowania HDS- gałka zmiany biegów- amortyzatory kabinyWymiary skrzyni ładunkowej: 6.10 x 2.5Bardzo niska wysokość załadunkowa około 98 cm!W zestawie przyczepa firmy SVAN na dwóch osiach bliźniaczych. Paka oraz dyszel również wypiaskowane w 2020 roku. Od tamtego czasu przyczepa używana max 10 razy w roku. Opony w średnim stanie. Przyczepa również cała na poduszkach.Wymiary skrzyni ładunkowej 8.7 x 2.48Bardzo niska wysokość załadunkowa około 90 cm!Przegląd zestawu do kwietnia 2025 rokuOC zestawu ważne do kwietnia 2025 rokuTachograf ważny do października 2026 rokuUDT na HDS ważny do marca 2025 rokuPodana cena to kwota brutto za samochód wraz z przyczepą. Auto w ciągłym użytku, więc przebieg rośnie.Zapraszam do kontaktu.","DAF","CF 85.410","Biały",2008,"Łukasz","Osoba prywatna","Sprzedający na OTOMOTO od 2019","Żyrardów, żyrardowski, Mazowieckie","7150",410,12900,1005000,7150,17,131610
"Renault KERAX 260 4x4 KIPER + SOLARKA ACOMETIS","150060","152 000 km","Diesel","Manualna",NA,"260 KM","Francja","Renault KERAX 260 4x41999 rokOryginalny przebieg : 152.000 kmAuto nowo sprowadzone z FrancjiOryginalny lakier - bez korozji - wyjątkowo zadbane autoWywrot + bordmaticSolarka Acometis 6m3 inoxKompletna z panelem sterującym + sterowanie do pługaNapęd 4x4 z reduktoremSkrzynia manualnaSilnik na zwykłej pompieOpony 13r22.5 zimowe - jak noweCzołownica do pługaPojazd specjalny - bez podatku drugowegoCena : 122000 nettoKontakt509473106","Renault","KERAX 260 4x4 KIPER + SOLARKA ACOMETIS","Pomarańczowy",1999,"NEGO",NA,"Sprzedający na OTOMOTO od 2005","Zobacz więcej ofert (7) tego sprzedawcyZnajdź na mapieCzyżew 25 - 09-540 Sanniki, gostyniński, Mazowieckie (Polska)",NA,260,NA,152000,NA,26,150060
"Volvo FH/500/EURO6/XXL/SPROWADZONY Z NIEMIEC","344277","340 000 km","Diesel","Automatyczna","12 777 cm3","500 KM",NA,"*************** WJĘCEJ ZDJĘĆ NA PORTALU OTOMOTO ***************CENA NETTO: 279.900 złVOLVO FH500 EURO6Wysoka GLOBETROTTER XXLROK PRODUKCJI 2020(rejestracja: 29.12.2020)PRZEBIEG:340.000km (Udokumentowany - serwis do końca)WERSJA STANDARDPRZEŁOŻENIE MOSTU 2.47DUŻE ZBIORNIK PALIWA 730l+405lPEŁNA OBSŁUGA 329.000KM (olej silnik,filtry,paski,napinacze,olej w skrzyni i moście)NOWE HAMULCEEURO 6AUTOMATYCZNA SKRZYNIA BIEGÓWSUPER STAN !!!JEDEN WŁAŚCICIEL￼WYPOSAŻENIE:Automatyczna skrzynia biegówLodówkaŚwiatła LED do jazdy dziennejXenonowe reflektoryHalogenyOgrzewanie postojowe - WEBASTOFotel kierowcy pneumatyczny + podgrzewanyFotel pasażera pneumatycznyElektrycznie sterowane lusterka + podgrzewaneKlimatyzacjaKlimatyzacja postojowaCzujnik deszczuAktywny tempomatAsystent pasa ruchuCentralny zamekBlokada mostu2 x łóżkoSzyberdachCB radioWielofunkcyjna skórzana kierownicaPełne ospojlerowanie kabinySpojlery międzyosioweASR/ESPABS/ASRFabryczne radio CD + Bluetooth + Telefon + NawigacjaDoświetlanie zakrętówDodatkowe oświetlenie LEDPoduszka kabiny tyłOpony przód: 385/55R22.5Opony tył: 315/70R22.5PRZYGOTOWANY DO REJESTRACJI !!!FAKTURA VATŚWIEŻO SPROWADZONY Z NIEMIECWięcej informacji udzielę telefonicznie pod numerem telefonu: Wyświetl numerWSZYSTKICH ZAINTERESOWANYCH ZAPRASZAM DO OBEJRZENIA AUTA NA ŻYWO.POMAGAMY W FINANSOWANIU (KREDYTY, LEASINGI)","Volvo","FH/500/EURO6/XXL/SPROWADZONY Z NIEMIEC","Czarny",2020,"Car Story",NA,"Sprzedający na OTOMOTO od 2018","Zobacz więcej ofert (7) tego sprzedawcyZnajdź na mapieKępiny 4M - 26-660 Jedlińsk, radomski, Mazowieckie (Polska)",NA,500,12777,340000,NA,5,344277
"Volvo FH/500/PODUSZKA P+T/XL/SKÓRY/NAVI/XENON/ON 1120 L","430377","348 000 km","Diesel","Automatyczna","12 777 cm3","500 KM",NA,"*************** WJĘCEJ ZDJĘĆ NA PORTALU OTOMOTO ***************CENA NETTO: 349.900 złVOLVO FH500 EURO6Wysoka GLOBETROTTER XXLROK PRODUKCJI 2022 (rejestracja: 26.04.2022)PRZEBIEG:348.000km (Udokumentowany - serwis do końca)WERSJA STANDARDDUŻY ZBIORNIK PALIWA 750l+365lPrzełożenie mostu 2.47HYDRAULIKAEURO 6AUTOMATYCZNA SKRZYNIA I-ShiftSUPER STANJEDEN WŁAŚCICIELŚWIEŻO SPROWADZONY￼WYPOSAŻENIE:Automatyczna skrzynia biegówZawieszenie przód+tył na poduszceLodówkaŚwiatła LED do jazdy dziennejXenonowe reflektoryHalogenyOgrzewanie postojowe - WEBASTOFotel kierowcy pneumatyczny + podgrzewany+wentylowanyFotel pasażera obracanySkórzana tapicerkaElektrycznie sterowane lusterka + podgrzewaneKlimatyzacjaKlimatyzacja postojowaCzujnik deszczuAktywny tempomatAsystent pasa ruchuCentralny zamekBlokada mostu2 x łóżkoDodatkowy stolikSzyberdachCB radioAluminiowe Felgi ALCOAWielofunkcyjna skórzana kierownicaPełne ospojlerowanie kabinySpojlery międzyosioweASR/ESPABS/ASRFabryczne radio CD + Bluetooth + Telefon + NawigacjaDuży kolorowy + dotykowy wyświetlaczDoświetlanie zakrętówDodatkowe oświetlenie LEDFabryczna instalacja pod TV + TVPoduszka kabiny tyłOpony przód: 385/55R22.5Opony tył: 315/70R22.5PRZYGOTOWANY DO REJESTRACJI !!!FAKTURA VATWięcej informacji udzielę telefonicznie pod numerem telefonu: Wyświetl numerWSZYSTKICH ZAINTERESOWANYCH ZAPRASZAM DO OBEJRZENIA AUTA NA ŻYWO.POMAGAMY W FINANSOWANIU (KREDYTY, LEASINGI)","Volvo","FH/500/PODUSZKA P+T/XL/SKÓRY/NAVI/XENON/ON 1120 L","Biały",2022,"Car Story",NA,"Sprzedający na OTOMOTO od 2018","Zobacz więcej ofert (7) tego sprzedawcyZnajdź na mapieKępiny 4M - 26-660 Jedlińsk, radomski, Mazowieckie (Polska)",NA,500,12777,348000,NA,3,430377
"Volvo FH13 460 standart","15990","1 390 000 km","Diesel","Automatyczna",NA,"460 KM",NA,"Samochód od nowości u jednego właściciela . Systematycznie serwisowany do chwili obecnej . Stan techniczny i wizualny bardzo dobry . Użytkowany wyłącznie w transporcie międzynarodowym . Bardzo bogate wyposażenie m.in. : *lodówka* klimatyzacja postojowa* spojlery między osiowe*spojlery zakabinowe* owiewka dachowa* dwa zbiorniki paliwa* felgi aluminiowe* Xenon*rama wzmacniana (grubsza )Samochód typu standart , koła 315/70 r22,5 . Podana cena na eksport , możliwość sprzedaży na kraj + VAT . Posiadam na innych ogłoszeniach podobne samochody . Cena na eksport 16000 Euro , za super oferty typu 13000 Euro bardzo dziękuję i proszę nie dzwonić .Thank you for very good price offers of 13,000 euros and please do not callМы говорим по русски . Цена за сам автомобиль 15990 EURO . Оформляем таможенные документы . Оплата может быть наличными или банковским переводом . Whatsapp: +48#502#037#093 . Мы находимся в 60 км от Варшавы и в 50 км от Радома. ЦЕНА за сам автомобил . Год выпуска автомобиля 2012 . Берем депозит ( залог НДС ) за выезд с польской границы/EUНа другом аукционе у нас есть еще один Volvo FH13 стандарт тягач с 2010 -2011 г.","Volvo","FH13 460 standart","Niebieski",2012,"AVANS FHUP Мы говорим по-русски Whatsapp",NA,"Sprzedający na OTOMOTO od 2012","Zobacz więcej ofert (39) tego sprzedawcyZnajdź na mapieOLSZEW 15B - 05-610 Grójec, grójecki, Mazowieckie (Polska)",NA,460,NA,1390000,NA,13,15990
